task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
find two cellphone and put them in drawer.,cellphone,pick,SEARCH,"Cellphone not found in initial expected locations (sidetables, drawers).",Expand search to other potential locations like diningtable or bed if initial locations are empty.,VALID_SAME_TRIAL,pick_two_obj_and_place-CellPhone-None-Drawer-329/trial_T20190909_030006_191201,1,3-15,pick_two_obj_and_place-CellPhone-None-Drawer-329/trial_T20190909_030006_191201,1,16-16
find two cellphone and put them in drawer.,"cellphone, drawer","move, open",PLACE,"Attempted to place an object into a closed drawer, leading to failure.",Ensure the target container is open before attempting to place an object inside.,VALID_NEXT_TRIAL,pick_two_obj_and_place-CellPhone-None-Drawer-329/trial_T20190909_030006_191201,1,25-28,pick_two_obj_and_place-CellPhone-None-Drawer-329/trial_T20190909_030006_191201,2,8-17
find two cellphone and put them in drawer.,"cellphone, drawer","move, go",PLACE,Attempted to move an object to a location without being present there.,Navigate to the target location before attempting to move an object into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-CellPhone-None-Drawer-329/trial_T20190909_030006_191201,2,14-15,pick_two_obj_and_place-CellPhone-None-Drawer-329/trial_T20190909_030006_191201,2,16-17
find two creditcard and put them in sofa.,drawer,open,ACQUIRE,Attempted to check a closed drawer for an object.,Always open a container before attempting to check its contents.,VALID_SAME_TRIAL,pick_two_obj_and_place-CreditCard-None-Sofa-216,1,2-2,pick_two_obj_and_place-CreditCard-None-Sofa-216,1,3-3
find two creditcard and put them in sofa.,creditcard,"go to, open",SEARCH,"Creditcard not found in initial search locations (drawers, sidetables).",Expand search to alternative locations until the target object is found.,VALID_SAME_TRIAL,pick_two_obj_and_place-CreditCard-None-Sofa-216,1,3-17,pick_two_obj_and_place-CreditCard-None-Sofa-216,1,18-18
find two egg and put them in microwave.,fridge,open,ACQUIRE,Attempted to access items from a closed fridge.,Always open a fridge before attempting to take items from it.,VALID_SAME_TRIAL,pick_two_obj_and_place-Egg-None-Microwave-30/trial_T20190907_163255_256147,1,2-2,pick_two_obj_and_place-Egg-None-Microwave-30/trial_T20190907_163255_256147,1,3-3
find two egg and put them in microwave.,microwave,open,PLACE,Attempted to place an object into a closed microwave.,Always open a microwave before attempting to place items inside.,VALID_SAME_TRIAL,pick_two_obj_and_place-Egg-None-Microwave-30/trial_T20190907_163255_256147,1,7-7,pick_two_obj_and_place-Egg-None-Microwave-30/trial_T20190907_163255_256147,1,9-9
put two keychain in drawer.,drawer,go,SEARCH,"Repeatedly failed to go to drawer 4, action had no effect.","Persist with 'go to' action for a location, as it may succeed on retry.",VALID_NEXT_TRIAL,pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747,1,9-10,pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747,2,1-1
put two keychain in drawer.,keychain,take,ACQUIRE,"Failed to pick up a second keychain, indicating a single item carrying capacity.","To acquire multiple items, pick up one, place it, then return to pick up the next.",VALID_SAME_TRIAL,pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747,2,23-23,pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747,2,30-33
put two keychain in drawer.,"keychain, drawer","move, put",PLACE,"Failed to place keychain 1 in drawer 1, due to incorrect location or verb.",Go to the target container and ensure it is open before attempting to move an item into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747,2,25-26,pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747,2,28-30
find two newspaper and put them in sofa.,newspaper,"pick, place",SEARCH,"Second newspaper not found at coffeetable 1, where the first was initially located.","When an object is not found in a previously successful location, expand search to new, likely container types.",VALID_SAME_TRIAL,pick_two_obj_and_place-Newspaper-None-Sofa-212,1,10-10,pick_two_obj_and_place-Newspaper-None-Sofa-212,1,11-11
find two newspaper and put them in sofa.,newspaper,"pick, place",SEARCH,Using 'look around' command had no effect on finding the object.,"When 'look around' is ineffective, continue searching by moving to new, unexamined locations.",VALID_SAME_TRIAL,pick_two_obj_and_place-Newspaper-None-Sofa-212,1,13-13,pick_two_obj_and_place-Newspaper-None-Sofa-212,1,14-14
find two pillow and put them in ottoman.,"Pillow, Ottoman","pick, place",PLACE,Attempted to place an object without being at the target container.,Go to the target container's location before attempting to place an object into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-Pillow-None-Ottoman-208/trial_T20190908_091434_545645,1,5-5,pick_two_obj_and_place-Pillow-None-Ottoman-208/trial_T20190908_091434_545645,1,6-7
find two saltshaker and put them in drawer.,"saltshaker, drawer",move,PLACE,Attempted to move an object to a container from a distant location.,Navigate to the target container's location before attempting to move an object into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-SaltShaker-None-Drawer-12,1,15-15,pick_two_obj_and_place-SaltShaker-None-Drawer-12,1,16-19
find two saltshaker and put them in drawer.,"saltshaker, drawer",put,PLACE,Used an incorrect verb ('put') to place a held object into a container.,Use the 'move [item] to [container]' command for placing a held object into a container.,VALID_SAME_TRIAL,pick_two_obj_and_place-SaltShaker-None-Drawer-12,1,17-17,pick_two_obj_and_place-SaltShaker-None-Drawer-12,1,19-19
put two soapbar in cabinet.,cabinet,open,ACQUIRE,Attempted to open a cabinet without being at its location.,Go to the cabinet's location before attempting to open it.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,1,11-11,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,1,13-14
put two soapbar in cabinet.,cabinet,look,SEARCH,Attempted to look inside a cabinet that was closed.,Open the cabinet first before attempting to look inside it.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,1,12-12,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,1,14-14
put two soapbar in cabinet.,cabinet,look,SEARCH,Using 'look in' action after opening a cabinet yields no new information.,"Rely on the observation from 'open' action for cabinet contents, as 'look in' is ineffective.",VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,1,15-15,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,1,14-14
put two soapbar in cabinet.,"soapbar, toilet",take,ACQUIRE,"Repeatedly failed to take visible soapbars from toilet, receiving 'Nothing happens'.","Persist in attempting to take objects from locations where they are visible, as they may eventually become pickable.",VALID_NEXT_TRIAL,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,1,29-30,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,5,14-14
put two soapbar in cabinet.,"soapbar, cabinet",move,PLACE,Failed to move item to container because agent was not at the container's location.,Always go to the target container before attempting to move an item into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,2,25-25,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,2,27-28
put two soapbar in cabinet.,"soapbar, cabinet",put,PLACE,Used redundant 'put' action after item was already moved into the container.,Verify item placement after 'move' action and avoid redundant 'put' commands.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,2,30-30,pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,2,31-31
find two soapbottle and put them in cart.,"soapbottle, bathtubbasin, sinkbasin, shelf, cart, garbagecan","search, find",SEARCH,"Soapbottle not found in common locations like bathtubbasin, sinkbasin, shelves, or cart.",Expand search to less common locations like garbagecan when primary locations are empty.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,3-15,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,16-17
find two soapbottle and put them in cart.,"soapbottle, cart","move, go",PLACE,Attempted to move object to a container without being at the target location.,Go to the target location before attempting to place an object into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,20-20,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,22-22
find two soapbottle and put them in cart.,"soapbottle, cart","put, move",PLACE,"Used 'put' command which failed, indicating an incorrect verb for placing an object.",Use 'move' command instead of 'put' to place an object into a container.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,23-23,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,24-24
find two soapbottle and put them in cart.,"soapbottle, garbagecan, toilet","search, find",SEARCH,Second soapbottle not found in previously successful or common locations.,Continue expanding search to less obvious locations like toilet when primary locations are exhausted.,VALID_SAME_TRIAL,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,25-27,pick_two_obj_and_place-SoapBottle-None-Cart-401,1,28-28
put two spraybottle in toilet.,"spraybottle, cabinet, countertop","go, open",SEARCH,Inefficiently searched for spraybottle by checking cabinets before countertops.,"Prioritize checking countertops for spraybottle, as they are more likely locations.",VALID_NEXT_TRIAL,pick_two_obj_and_place-SprayBottle-None-Toilet-422,1,2-15,pick_two_obj_and_place-SprayBottle-None-Toilet-422,2,2-3
put two spraybottle in toilet.,toilet,go,PLACE,Failed to navigate directly to 'toilet' using 'go to' command.,Successfully navigate to 'toilet 1' by using 'go to toilet 1'.,VALID_NEXT_TRIAL,pick_two_obj_and_place-SprayBottle-None-Toilet-422,1,20-20,pick_two_obj_and_place-SprayBottle-None-Toilet-422,4,5-5
put two spraybottle in toilet.,"spraybottle, toilet, toiletbasin","move, put, drop",PLACE,Repeatedly failed to place spraybottle into 'toilet' or 'toiletbasin' using various commands.,Successfully place spraybottle into 'toilet 1' after navigating to the toilet.,VALID_NEXT_TRIAL,pick_two_obj_and_place-SprayBottle-None-Toilet-422,1,21-32,pick_two_obj_and_place-SprayBottle-None-Toilet-422,4,6-6
put two spraybottle in toilet.,drawer,open,RECOVER,Failed to open 'drawer 1'.,No successful action found to open 'drawer 1' across trials.,CANDIDATE,pick_two_obj_and_place-SprayBottle-None-Toilet-422,2,20-20,pick_two_obj_and_place-SprayBottle-None-Toilet-422,2,20-20
put two spraybottle in toilet.,spraybottle,"drop, move",PLACE,"Failed to drop spraybottle, indicating 'drop' command was ineffective.","Use 'move [object] to [container]' to place items, as 'drop' may not be supported or effective.",VALID_SAME_TRIAL,pick_two_obj_and_place-SprayBottle-None-Toilet-422,2,30-30,pick_two_obj_and_place-SprayBottle-None-Toilet-422,2,41-41
put two spraybottle in toilet.,spraybottle,take,ACQUIRE,Failed to pick up a second spraybottle while holding an un-droppable item.,Ensure the first item is successfully placed before attempting to pick up a second item.,VALID_SAME_TRIAL,pick_two_obj_and_place-SprayBottle-None-Toilet-422,2,32-32,pick_two_obj_and_place-SprayBottle-None-Toilet-422,2,44-44
put two spraybottle in toilet.,"spraybottle, toilet",move,PLACE,Failed to place second spraybottle into 'toilet 1' while not at the toilet.,Ensure agent is at the target container's location before attempting to place an item into it.,VALID_SAME_TRIAL,pick_two_obj_and_place-SprayBottle-None-Toilet-422,4,11-11,pick_two_obj_and_place-SprayBottle-None-Toilet-422,4,14-14
put two toiletpaper in shelf.,cabinet,open,SEARCH,Cannot access contents of a container because it is closed.,Open the container to access its contents and continue searching.,VALID_SAME_TRIAL,pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,1,3-11,pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,1,4-12
put two toiletpaper in shelf.,toiletpaper,"go to, take",SEARCH,Toiletpaper not found at toiletpaperhanger 1.,Continue searching other potential locations for the toiletpaper.,VALID_SAME_TRIAL,pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,1,2-2,pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,1,14-14
put two toiletpaper in shelf.,toiletpaper,"go to, take",SEARCH,Toiletpaper not found at drawer 1.,Continue searching other potential locations for the toiletpaper.,VALID_SAME_TRIAL,pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,1,13-13,pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,1,14-14
put two toiletpaper in shelf.,toiletpaper,"go to, take",SEARCH,Toiletpaper not found at countertop 1.,Continue searching other potential locations for the toiletpaper.,VALID_SAME_TRIAL,pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,1,19-19,pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,1,20-20
look at book under the desklamp.,"book, desklamp",put,PLACE,Attempted to place book on the general desk surface instead of the specific target under the desklamp.,Place the book specifically under the desklamp to fulfill the task requirement.,VALID_SAME_TRIAL,look_at_obj_in_light-Book-None-DeskLamp-316,1,3-3,look_at_obj_in_light-Book-None-DeskLamp-316,1,4-4
look at book under the desklamp.,"book, desklamp",put,PLACE,Failed to place book under desklamp because the desklamp was not turned on.,Turn on the desklamp using the 'use' command before attempting to place objects under it for observation.,VALID_SAME_TRIAL,look_at_obj_in_light-Book-None-DeskLamp-316,1,4-4,look_at_obj_in_light-Book-None-DeskLamp-316,1,5-5
examine the cellphone with the desklamp.,"cellphone, desklamp",examine,TRANSFORM,"Attempted to examine with desklamp while it was off, resulting in no effect.",Turn on the desklamp using the 'use' command before attempting to examine objects with it.,VALID_SAME_TRIAL,look_at_obj_in_light-CellPhone-None-DeskLamp-316/trial_T20190907_075452_465579,1,2-2,look_at_obj_in_light-CellPhone-None-DeskLamp-316/trial_T20190907_075452_465579,1,3-3
